order_id,customer_id,order_date,order_amount,channel,campaign,product_category
O0001630,C100476,2024-08-08,22.96,Email,Referral Bonus,Home
O0001631,C100476,2024-12-22,57.34,Email,None,Electronics
O0001632,C100476,2024-09-21,50.54,Email,None,Fashion
O0001633,C100476,2024-09-13,60.44,Email,None,Beauty
O0001634,C100476,2025-02-23,72.23,Email,Summer Sale,Fashion
O0001635,C100476,2025-02-13,44.79,Email,Welcome Promo,Home
O0001636,C100477,2024-11-27,58.92,Email,Summer Sale,Home
O0001637,C100477,2025-02-27,47.89,Email,Summer Sale,Groceries
O0001638,C100477,2025-03-16,10.11,Email,None,Home
O0001639,C100478,2026-02-26,12.25,Email,Black Friday,Groceries
O0001640,C100478,2026-02-26,43.27,Email,None,Fashion
O0001641,C100478,2026-02-26,43.67,Email,None,Fashion
O0001642,C100478,2026-02-26,47.45,Email,None,Home
O0001643,C100479,2024-11-18,79.73,Instagram,Referral Bonus,Home
O0001644,C100479,2025-03-25,5.0,Instagram,Summer Sale,Home
O0001645,C100479,2025-08-03,58.17,Instagram,None,Groceries
O0001646,C100480,2025-06-27,24.13,Email,Referral Bonus,Beauty
O0001647,C100480,2025-02-16,54.88,Email,None,Electronics
O0001648,C100480,2025-03-14,25.68,Email,Welcome Promo,Fashion
O0001649,C100481,2025-05-08,78.92,Organic Search,Referral Bonus,Groceries
O0001650,C100481,2025-03-18,70.1,Organic Search,None,Home
O0001651,C100481,2025-01-17,5.25,Organic Search,None,Fashion
O0001652,C100482,2024-09-23,32.34,Instagram,None,Beauty
O0001653,C100482,2025-08-05,19.67,Instagram,Summer Sale,Home
O0001654,C100482,2025-01-25,47.65,Instagram,Referral Bonus,Home
O0001655,C100483,2025-01-11,64.03,Organic Search,None,Groceries
O0001656,C100483,2025-03-28,54.01,Organic Search,None,Electronics
O0001657,C100483,2025-02-04,5.0,Organic Search,None,Groceries
O0001658,C100483,2025-05-04,66.16,Organic Search,None,Fashion
O0001659,C100483,2025-03-23,54.82,Organic Search,None,Beauty
O0001660,C100483,2025-04-21,82.52,Organic Search,Summer Sale,Home
O0001661,C100485,2025-07-29,33.4,Referral,Welcome Promo,Home
O0001662,C100485,2025-07-15,72.27,Referral,Welcome Promo,Electronics
O0001663,C100485,2025-09-02,130.64,Referral,None,Groceries
O0001664,C100485,2025-09-18,112.59,Referral,Welcome Promo,Fashion
O0001665,C100485,2025-10-22,26.08,Referral,None,Home
O0001666,C100486,2024-05-31,64.09,Referral,Welcome Promo,Electronics
O0001667,C100486,2024-12-04,64.22,Referral,None,Home
O0001668,C100486,2024-12-21,36.76,Referral,Black Friday,Fashion
O0001669,C100487,2024-09-19,67.77,Facebook Ads,None,Fashion
O0001670,C100487,2024-09-05,38.2,Facebook Ads,None,Beauty
O0001671,C100487,2025-03-03,64.61,Facebook Ads,None,Fashion
O0001672,C100488,2025-11-22,82.25,Referral,None,Beauty
O0001673,C100488,2025-11-22,26.14,Referral,Welcome Promo,Fashion
O0001674,C100488,2025-11-22,70.08,Referral,Welcome Promo,Home
O0001675,C100488,2025-11-22,48.81,Referral,None,Beauty
O0001676,C100488,2025-11-22,28.32,Referral,Referral Bonus,Beauty
O0001677,C100490,2025-07-02,80.51,Organic Search,None,Electronics
O0001678,C100490,2024-12-16,63.32,Organic Search,Summer Sale,Groceries
O0001679,C100490,2025-03-25,61.39,Organic Search,Welcome Promo,Home
O0001680,C100490,2025-01-08,46.64,Organic Search,Welcome Promo,Groceries
O0001681,C100490,2025-04-18,72.13,Organic Search,Welcome Promo,Groceries
O0001682,C100490,2025-01-28,82.52,Organic Search,Summer Sale,Beauty
O0001683,C100490,2025-06-22,44.18,Organic Search,None,Home
O0001684,C100491,2025-03-10,122.35,Referral,Referral Bonus,Home
O0001685,C100491,2024-12-18,24.07,Referral,None,Home
O0001686,C100491,2025-05-29,50.38,Referral,None,Home
O0001687,C100491,2025-04-26,57.19,Referral,Referral Bonus,Beauty
O0001688,C100492,2024-09-30,42.28,Organic Search,None,Home
O0001689,C100492,2025-01-24,62.2,Organic Search,None,Home
O0001690,C100492,2024-08-11,21.96,Organic Search,None,Beauty
O0001691,C100493,2025-01-08,29.13,Organic Search,Black Friday,Groceries
O0001692,C100493,2024-11-26,8.93,Organic Search,None,Beauty
O0001693,C100493,2025-03-23,6.85,Organic Search,None,Groceries
O0001694,C100493,2024-12-16,30.33,Organic Search,Welcome Promo,Home
O0001695,C100494,2025-01-22,73.5,Facebook Ads,None,Groceries
O0001696,C100494,2025-08-15,29.14,Facebook Ads,None,Electronics
O0001697,C100494,2025-07-05,86.04,Facebook Ads,Summer Sale,Electronics
O0001698,C100495,2025-05-31,30.02,Facebook Ads,None,Beauty
O0001699,C100495,2024-10-26,33.07,Facebook Ads,None,Electronics
O0001700,C100495,2025-08-04,41.43,Facebook Ads,None,Electronics
O0001701,C100495,2024-12-04,39.66,Facebook Ads,Summer Sale,Beauty
O0001702,C100495,2025-05-03,81.4,Facebook Ads,None,Home
O0001703,C100496,2024-12-25,113.96,Facebook Ads,None,Electronics
O0001704,C100496,2025-08-31,23.22,Facebook Ads,None,Electronics
O0001705,C100496,2025-04-07,23.82,Facebook Ads,None,Electronics
O0001706,C100498,2026-04-03,87.46,Referral,None,Electronics
O0001707,C100498,2026-04-03,45.64,Referral,Referral Bonus,Electronics
O0001708,C100498,2026-04-03,72.1,Referral,None,Electronics
O0001709,C100498,2026-04-03,89.86,Referral,Welcome Promo,Home
O0001710,C100499,2026-08-05,46.96,Email,None,Groceries
O0001711,C100499,2026-08-05,84.18,Email,Welcome Promo,Electronics
O0001712,C100499,2026-08-05,35.69,Email,None,Beauty
O0001713,C100499,2026-08-05,31.5,Email,None,Home
O0001714,C100499,2026-08-05,74.88,Email,None,Electronics
O0001715,C100500,2025-01-31,30.42,Instagram,Welcome Promo,Beauty
O0001716,C100500,2025-07-18,68.37,Instagram,Referral Bonus,Home
O0001717,C100500,2025-06-01,55.16,Instagram,None,Fashion
O0001718,C100500,2025-05-28,89.84,Instagram,None,Electronics
O0001719,C100500,2025-03-12,90.05,Instagram,None,Groceries
O0001720,C100501,2025-04-25,66.65,Instagram,Black Friday,Fashion
O0001721,C100501,2024-11-26,19.9,Instagram,None,Home
O0001722,C100501,2025-01-19,90.83,Instagram,None,Electronics
O0001723,C100501,2024-11-28,47.66,Instagram,Welcome Promo,Beauty
O0001724,C100501,2025-04-26,54.22,Instagram,None,Home
O0001725,C100501,2025-09-09,73.25,Instagram,Summer Sale,Home
O0001726,C100502,2025-01-16,21.26,Organic Search,None,Home
O0001727,C100502,2025-04-10,35.36,Organic Search,Welcome Promo,Electronics
O0001728,C100502,2025-02-18,112.13,Organic Search,None,Groceries
O0001729,C100502,2024-09-13,21.66,Organic Search,None,Home
O0001730,C100503,2025-05-07,106.64,Referral,Referral Bonus,Groceries
O0001731,C100503,2025-05-03,80.88,Referral,None,Groceries
O0001732,C100503,2025-03-28,53.76,Referral,Welcome Promo,Groceries
O0001733,C100503,2025-07-30,101.63,Referral,Black Friday,Fashion
O0001734,C100503,2025-04-16,25.74,Referral,None,Groceries
O0001735,C100503,2025-09-07,33.08,Referral,None,Fashion
O0001736,C100505,2024-12-09,53.42,Referral,None,Home
O0001737,C100505,2024-08-28,80.86,Referral,Welcome Promo,Groceries
O0001738,C100505,2025-01-20,82.83,Referral,None,Home
O0001739,C100507,2025-07-22,24.87,Instagram,None,Electronics
O0001740,C100507,2025-06-01,74.07,Instagram,None,Electronics
O0001741,C100507,2025-05-19,81.59,Instagram,None,Electronics
O0001742,C100507,2025-06-21,18.47,Instagram,Welcome Promo,Beauty
O0001743,C100507,2025-08-14,37.62,Instagram,None,Home
O0001744,C100507,2025-05-20,54.67,Instagram,Summer Sale,Beauty
O0001745,C100507,2025-06-17,8.54,Instagram,None,Groceries
O0001746,C100508,2025-11-20,83.83,Facebook Ads,Welcome Promo,Fashion
O0001747,C100508,2025-11-20,76.23,Facebook Ads,None,Home
O0001748,C100508,2025-11-20,49.65,Facebook Ads,None,Fashion
O0001749,C100508,2025-11-20,31.41,Facebook Ads,Referral Bonus,Beauty
O0001750,C100508,2025-11-20,5.0,Facebook Ads,Summer Sale,Home
O0001751,C100508,2025-11-20,42.51,Facebook Ads,Black Friday,Beauty
O0001752,C100509,2025-05-25,88.44,Email,None,Electronics
O0001753,C100509,2025-01-19,70.53,Email,None,Groceries
O0001754,C100509,2025-05-08,53.04,Email,Welcome Promo,Home
O0001755,C100509,2025-02-15,47.42,Email,Referral Bonus,Fashion
O0001756,C100509,2025-05-06,5.0,Email,Welcome Promo,Beauty
O0001757,C100509,2025-03-02,59.55,Email,None,Fashion
O0001758,C100509,2025-01-28,63.18,Email,None,Fashion
O0001759,C100509,2025-07-04,27.24,Email,Welcome Promo,Home
O0001760,C100510,2025-04-09,34.32,Email,None,Groceries
O0001761,C100511,2024-12-18,50.58,Facebook Ads,Welcome Promo,Groceries
O0001762,C100511,2024-09-15,73.63,Facebook Ads,None,Home
O0001763,C100511,2024-11-20,65.41,Facebook Ads,Summer Sale,Fashion
O0001764,C100511,2024-11-03,35.4,Facebook Ads,None,Home
O0001765,C100512,2025-10-22,66.4,Direct,None,Beauty
O0001766,C100512,2025-10-13,63.57,Direct,None,Home
O0001767,C100513,2025-08-11,49.08,Organic Search,None,Beauty
O0001768,C100513,2025-06-20,71.77,Organic Search,Welcome Promo,Groceries
O0001769,C100513,2025-08-27,72.07,Organic Search,Referral Bonus,Home
O0001770,C100513,2025-06-20,85.13,Organic Search,None,Electronics
O0001771,C100513,2025-06-20,40.29,Organic Search,Referral Bonus,Home
O0001772,C100513,2025-07-04,70.24,Organic Search,None,Groceries
O0001773,C100515,2025-01-27,108.74,Organic Search,Welcome Promo,Beauty
O0001774,C100515,2025-02-25,16.54,Organic Search,Welcome Promo,Electronics
O0001775,C100515,2024-06-28,63.59,Organic Search,None,Home
O0001776,C100515,2024-09-18,23.82,Organic Search,None,Beauty
O0001777,C100515,2025-07-31,22.67,Organic Search,Black Friday,Groceries
O0001778,C100515,2025-04-24,5.0,Organic Search,None,Home
O0001779,C100515,2024-11-26,5.0,Organic Search,None,Groceries
O0001780,C100516,2024-11-08,68.12,Facebook Ads,None,Fashion
O0001781,C100517,2025-05-31,88.92,Email,None,Electronics
O0001782,C100517,2025-04-12,45.25,Email,None,Home
O0001783,C100517,2025-06-09,107.15,Email,Summer Sale,Home
O0001784,C100517,2025-05-02,48.86,Email,None,Fashion
O0001785,C100517,2025-06-29,17.25,Email,Welcome Promo,Home
O0001786,C100517,2025-06-08,39.97,Email,None,Fashion
O0001787,C100517,2025-07-16,55.54,Email,None,Fashion
O0001788,C100518,2026-08-21,6.12,Organic Search,Summer Sale,Groceries
O0001789,C100518,2026-08-21,45.88,Organic Search,None,Beauty
O0001790,C100518,2026-08-21,53.53,Organic Search,None,Groceries
O0001791,C100518,2026-08-21,43.61,Organic Search,Summer Sale,Home
O0001792,C100518,2026-08-21,17.18,Organic Search,Summer Sale,Groceries
O0001793,C100518,2026-08-21,85.61,Organic Search,Summer Sale,Home
O0001794,C100518,2026-08-21,52.75,Organic Search,None,Home
O0001795,C100519,2024-12-31,25.75,Direct,None,Beauty
O0001796,C100519,2025-03-18,44.04,Direct,None,Electronics
O0001797,C100519,2025-03-10,55.79,Direct,Welcome Promo,Home
O0001798,C100520,2025-05-01,72.21,Organic Search,None,Home
O0001799,C100520,2025-08-01,19.88,Organic Search,None,Fashion
O0001800,C100520,2025-02-15,10.61,Organic Search,None,Electronics
O0001801,C100521,2025-03-11,21.2,Direct,None,Home
O0001802,C100521,2025-08-12,16.01,Direct,Welcome Promo,Electronics
O0001803,C100521,2025-05-14,56.24,Direct,Summer Sale,Groceries
O0001804,C100521,2025-04-09,59.58,Direct,None,Home
O0001805,C100521,2024-12-29,5.0,Direct,None,Home
O0001806,C100521,2025-04-08,120.68,Direct,None,Home
O0001807,C100522,2026-03-02,85.72,Referral,None,Electronics
O0001808,C100522,2026-03-02,55.9,Referral,None,Groceries
O0001809,C100522,2026-03-02,60.33,Referral,Welcome Promo,Home
O0001810,C100524,2025-09-29,73.02,Instagram,Welcome Promo,Groceries
O0001811,C100524,2025-05-31,68.31,Instagram,None,Groceries
O0001812,C100524,2025-07-03,59.88,Instagram,Referral Bonus,Home
O0001813,C100524,2025-06-05,30.25,Instagram,None,Electronics
O0001814,C100525,2025-05-29,58.0,Referral,None,Electronics
O0001815,C100525,2025-09-03,88.09,Referral,None,Groceries
O0001816,C100528,2025-06-05,59.34,Email,Referral Bonus,Electronics
O0001817,C100528,2025-07-23,75.87,Email,Summer Sale,Home
O0001818,C100528,2024-09-01,46.93,Email,Black Friday,Fashion
O0001819,C100528,2025-05-19,89.17,Email,None,Home
O0001820,C100528,2024-09-30,66.52,Email,None,Electronics
O0001821,C100529,2025-06-17,64.57,Instagram,None,Fashion
O0001822,C100529,2025-07-10,38.02,Instagram,None,Home
O0001823,C100529,2025-05-21,20.63,Instagram,None,Electronics
O0001824,C100529,2025-08-07,18.23,Instagram,Welcome Promo,Fashion
O0001825,C100529,2025-06-02,5.0,Instagram,None,Fashion
O0001826,C100530,2025-07-31,64.36,Referral,Black Friday,Groceries
O0001827,C100530,2025-06-23,100.08,Referral,None,Groceries
O0001828,C100530,2025-07-16,16.26,Referral,Referral Bonus,Electronics
O0001829,C100530,2025-07-04,50.87,Referral,Summer Sale,Home
O0001830,C100530,2025-05-16,81.79,Referral,None,Groceries
O0001831,C100530,2025-08-26,62.41,Referral,Welcome Promo,Beauty
O0001832,C100530,2025-09-05,66.93,Referral,None,Groceries
O0001833,C100530,2025-06-30,64.43,Referral,None,Electronics
O0001834,C100531,2028-09-21,58.62,Facebook Ads,Welcome Promo,Home
O0001835,C100531,2028-09-21,86.45,Facebook Ads,None,Fashion
O0001836,C100531,2028-09-21,22.26,Facebook Ads,Welcome Promo,Fashion
O0001837,C100531,2028-09-21,79.96,Facebook Ads,None,Electronics
O0001838,C100531,2028-09-21,22.69,Facebook Ads,Welcome Promo,Fashion
O0001839,C100531,2028-09-21,62.26,Facebook Ads,None,Home
O0001840,C100531,2028-09-21,5.0,Facebook Ads,Welcome Promo,Beauty
O0001841,C100532,2027-05-14,50.0,Facebook Ads,None,Beauty
O0001842,C100532,2027-05-14,103.75,Facebook Ads,Welcome Promo,Home
O0001843,C100532,2027-05-14,36.43,Facebook Ads,None,Home
O0001844,C100532,2027-05-14,26.97,Facebook Ads,None,Electronics
O0001845,C100532,2027-05-14,5.0,Facebook Ads,None,Home
O0001846,C100532,2027-05-14,55.09,Facebook Ads,None,Groceries
O0001847,C100532,2027-05-14,66.88,Facebook Ads,Welcome Promo,Fashion
O0001848,C100534,2025-02-19,16.28,Instagram,Summer Sale,Home
O0001849,C100534,2025-05-11,51.11,Instagram,None,Electronics
O0001850,C100534,2025-07-22,5.0,Instagram,None,Electronics
O0001851,C100535,2025-11-02,39.18,Organic Search,None,Beauty
O0001852,C100535,2025-11-03,59.9,Organic Search,Welcome Promo,Home
O0001853,C100535,2025-11-02,23.33,Organic Search,Summer Sale,Electronics
O0001854,C100535,2025-11-03,51.39,Organic Search,None,Groceries
O0001855,C100537,2024-08-22,74.18,Facebook Ads,None,Home
O0001856,C100537,2024-07-03,55.13,Facebook Ads,Referral Bonus,Beauty
O0001857,C100537,2024-09-22,75.35,Facebook Ads,Welcome Promo,Electronics
O0001858,C100538,2024-12-23,92.89,Organic Search,None,Home
O0001859,C100538,2025-02-16,30.54,Organic Search,Black Friday,Home
O0001860,C100538,2024-10-31,63.49,Organic Search,None,Groceries
O0001861,C100538,2024-10-18,50.58,Organic Search,None,Groceries
O0001862,C100538,2025-06-18,13.23,Organic Search,Summer Sale,Electronics
O0001863,C100538,2024-09-16,40.5,Organic Search,Black Friday,Electronics
O0001864,C100539,2024-09-05,47.54,Instagram,Black Friday,Fashion
O0001865,C100539,2025-03-13,65.61,Instagram,None,Beauty
O0001866,C100539,2024-08-28,41.22,Instagram,Referral Bonus,Home
O0001867,C100539,2024-07-06,69.37,Instagram,None,Beauty
O0001868,C100539,2024-09-11,48.66,Instagram,Black Friday,Electronics
O0001869,C100539,2024-09-14,30.45,Instagram,Welcome Promo,Fashion
O0001870,C100540,2025-12-08,66.54,Facebook Ads,None,Beauty
O0001871,C100540,2025-12-08,20.0,Facebook Ads,None,Electronics
O0001872,C100540,2025-12-08,50.5,Facebook Ads,None,Fashion
O0001873,C100541,2025-05-05,79.24,Organic Search,None,Groceries
O0001874,C100541,2024-12-09,17.89,Organic Search,None,Beauty
O0001875,C100541,2025-04-06,49.14,Organic Search,Summer Sale,Home
O0001876,C100542,2025-02-03,80.08,Instagram,None,Home
O0001877,C100542,2025-06-05,50.86,Instagram,Welcome Promo,Home
O0001878,C100542,2025-02-04,5.0,Instagram,Welcome Promo,Home
O0001879,C100543,2025-02-25,69.7,Referral,None,Home
O0001880,C100543,2025-05-20,57.17,Referral,None,Home
O0001881,C100544,2025-03-22,18.7,Direct,None,Electronics
O0001882,C100544,2024-11-10,77.58,Direct,None,Electronics
O0001883,C100545,2024-07-21,48.9,Instagram,None,Home
O0001884,C100545,2024-09-30,59.97,Instagram,Welcome Promo,Beauty
O0001885,C100545,2025-02-08,53.13,Instagram,Summer Sale,Fashion
O0001886,C100545,2024-12-15,9.65,Instagram,None,Groceries
O0001887,C100545,2025-06-26,13.9,Instagram,None,Electronics
O0001888,C100546,2024-05-09,26.86,Email,None,Home
O0001889,C100546,2024-08-16,93.19,Email,Summer Sale,Groceries
O0001890,C100546,2024-08-12,54.48,Email,Welcome Promo,Beauty
O0001891,C100546,2024-10-25,76.71,Email,Summer Sale,Fashion
O0001892,C100547,2025-04-03,67.61,Instagram,None,Beauty
O0001893,C100547,2025-02-18,68.86,Instagram,None,Fashion
O0001894,C100547,2025-05-12,14.99,Instagram,None,Groceries
O0001895,C100547,2025-08-11,51.2,Instagram,None,Electronics
O0001896,C100550,2024-12-19,5.0,Direct,Summer Sale,Fashion
O0001897,C100550,2025-06-05,56.49,Direct,None,Groceries
O0001898,C100550,2025-04-24,90.66,Direct,None,Fashion
O0001899,C100550,2024-12-22,27.84,Direct,None,Home
O0001900,C100551,2025-06-07,14.92,Facebook Ads,Referral Bonus,Beauty
O0001901,C100551,2025-08-08,31.39,Facebook Ads,Summer Sale,Beauty
O0001902,C100551,2025-06-28,56.5,Facebook Ads,None,Electronics
O0001903,C100552,2024-11-01,54.79,Email,Summer Sale,Beauty
O0001904,C100552,2025-08-13,30.38,Email,Welcome Promo,Home
O0001905,C100553,2025-03-29,25.82,Email,Black Friday,Beauty
O0001906,C100553,2025-03-02,67.92,Email,None,Electronics
O0001907,C100553,2025-03-19,5.0,Email,None,Fashion
O0001908,C100554,2025-07-28,59.4,Organic Search,None,Fashion
O0001909,C100554,2025-09-14,56.44,Organic Search,None,Fashion
O0001910,C100554,2025-06-29,33.22,Organic Search,Welcome Promo,Beauty
O0001911,C100554,2025-07-24,85.51,Organic Search,None,Home
O0001912,C100554,2025-06-30,39.33,Organic Search,Welcome Promo,Fashion
O0001913,C100555,2025-01-23,25.89,Organic Search,None,Beauty
O0001914,C100555,2025-02-11,30.68,Organic Search,None,Electronics
O0001915,C100556,2024-12-20,60.76,Facebook Ads,None,Electronics
O0001916,C100556,2025-06-12,43.47,Facebook Ads,Summer Sale,Beauty
O0001917,C100556,2024-10-04,61.3,Facebook Ads,Summer Sale,Home
O0001918,C100556,2025-02-09,80.52,Facebook Ads,Welcome Promo,Home
O0001919,C100556,2025-04-28,62.18,Facebook Ads,None,Beauty
O0001920,C100556,2025-05-29,37.92,Facebook Ads,None,Home
O0001921,C100557,2025-08-22,107.75,Instagram,Welcome Promo,Fashion
O0001922,C100557,2024-07-25,37.7,Instagram,None,Fashion
O0001923,C100557,2025-04-03,29.95,Instagram,None,Beauty
O0001924,C100557,2025-07-30,67.43,Instagram,None,Groceries
O0001925,C100557,2025-03-22,19.89,Instagram,None,Groceries
O0001926,C100557,2024-10-18,49.92,Instagram,None,Fashion
O0001927,C100558,2025-07-02,52.68,Email,None,Fashion
O0001928,C100558,2025-07-25,13.03,Email,Summer Sale,Groceries
O0001929,C100558,2025-08-06,33.34,Email,None,Groceries
O0001930,C100559,2025-05-22,69.26,Direct,None,Electronics
O0001931,C100559,2025-02-23,69.05,Direct,None,Groceries
O0001932,C100559,2025-04-17,90.96,Direct,None,Groceries
O0001933,C100559,2025-03-18,18.59,Direct,Welcome Promo,Electronics
O0001934,C100559,2025-01-29,5.0,Direct,None,Home
O0001935,C100559,2025-01-01,86.88,Direct,None,Groceries
O0001936,C100560,2025-02-17,28.79,Referral,None,Electronics
O0001937,C100560,2025-05-03,38.83,Referral,Welcome Promo,Groceries
O0001938,C100560,2025-06-22,79.47,Referral,None,Home
O0001939,C100560,2025-04-28,65.52,Referral,None,Electronics
O0001940,C100561,2025-01-02,90.31,Organic Search,None,Home
O0001941,C100561,2024-08-25,34.57,Organic Search,None,Fashion
O0001942,C100561,2025-03-08,68.35,Organic Search,Welcome Promo,Groceries
O0001943,C100561,2025-02-22,5.0,Organic Search,None,Home
O0001944,C100561,2025-02-26,86.35,Organic Search,Welcome Promo,Home
O0001945,C100562,2025-01-15,63.93,Email,Welcome Promo,Home
O0001946,C100562,2024-09-23,68.03,Email,None,Groceries
O0001947,C100562,2024-09-30,35.48,Email,None,Electronics
O0001948,C100563,2025-05-27,25.43,Referral,Welcome Promo,Home
O0001949,C100563,2024-08-04,5.0,Referral,Welcome Promo,Home
O0001950,C100563,2024-10-21,35.34,Referral,None,Home
O0001951,C100563,2025-01-16,87.1,Referral,Summer Sale,Fashion
O0001952,C100566,2025-05-06,85.3,Facebook Ads,Welcome Promo,Fashion
O0001953,C100566,2025-01-30,88.55,Facebook Ads,None,Home
O0001954,C100568,2025-08-26,72.2,Facebook Ads,None,Electronics
O0001955,C100568,2025-10-03,112.6,Facebook Ads,Welcome Promo,Home
O0001956,C100568,2025-10-27,67.53,Facebook Ads,None,Fashion
O0001957,C100569,2025-04-09,43.69,Instagram,Welcome Promo,Fashion
O0001958,C100569,2024-09-17,45.15,Instagram,None,Home
O0001959,C100569,2024-11-28,72.05,Instagram,None,Fashion
O0001960,C100569,2024-09-16,31.65,Instagram,Welcome Promo,Home
O0001961,C100570,2024-12-16,96.01,Instagram,None,Groceries
O0001962,C100570,2025-07-29,20.58,Instagram,None,Beauty
O0001963,C100570,2025-04-14,90.01,Instagram,None,Fashion
O0001964,C100570,2025-09-26,75.54,Instagram,None,Electronics
O0001965,C100570,2025-01-06,64.78,Instagram,None,Electronics
O0001966,C100570,2025-01-29,42.4,Instagram,None,Groceries
O0001967,C100570,2025-03-22,48.42,Instagram,Welcome Promo,Home
O0001968,C100571,2025-05-18,70.12,Organic Search,None,Electronics
O0001969,C100571,2025-02-23,49.28,Organic Search,None,Beauty
O0001970,C100571,2025-05-02,33.05,Organic Search,None,Beauty
O0001971,C100571,2025-02-17,49.9,Organic Search,None,Beauty
O0001972,C100571,2025-05-21,66.57,Organic Search,Referral Bonus,Groceries
O0001973,C100573,2025-08-18,33.38,Email,Referral Bonus,Electronics
O0001974,C100573,2025-02-18,69.73,Email,Welcome Promo,Groceries
O0001975,C100573,2024-11-11,92.36,Email,None,Beauty
O0001976,C100573,2025-02-04,31.94,Email,None,Fashion
O0001977,C100574,2025-06-07,54.39,Organic Search,Welcome Promo,Beauty
O0001978,C100574,2025-07-14,66.64,Organic Search,None,Home
O0001979,C100574,2025-08-22,51.46,Organic Search,None,Groceries
O0001980,C100575,2025-11-19,84.26,Organic Search,None,Fashion
O0001981,C100575,2025-11-19,36.58,Organic Search,Referral Bonus,Beauty
O0001982,C100575,2025-11-19,75.56,Organic Search,None,Beauty
O0001983,C100576,2025-03-01,39.06,Organic Search,Referral Bonus,Home
O0001984,C100576,2024-08-03,49.89,Organic Search,None,Home
O0001985,C100576,2025-01-18,60.65,Organic Search,None,Groceries
O0001986,C100576,2025-03-21,9.9,Organic Search,Summer Sale,Electronics
O0001987,C100577,2025-10-07,75.5,Facebook Ads,None,Fashion
O0001988,C100577,2025-10-04,27.67,Facebook Ads,None,Home
O0001989,C100579,2025-08-29,38.46,Instagram,None,Home
O0001990,C100579,2024-10-27,5.0,Instagram,None,Home
O0001991,C100579,2025-02-28,6.42,Instagram,None,Groceries
O0001992,C100579,2024-10-25,73.16,Instagram,Welcome Promo,Beauty
O0001993,C100579,2025-10-09,37.39,Instagram,None,Electronics
O0001994,C100580,2024-08-29,46.53,Organic Search,Referral Bonus,Home
O0001995,C100580,2024-10-18,50.21,Organic Search,None,Home
O0001996,C100581,2026-05-23,69.25,Referral,None,Home
O0001997,C100581,2026-05-23,58.15,Referral,Black Friday,Groceries
O0001998,C100581,2026-05-23,80.28,Referral,None,Groceries
O0001999,C100582,2024-12-25,12.45,Instagram,None,Groceries
O0002000,C100582,2025-07-05,87.93,Instagram,None,Beauty
O0002001,C100582,2024-11-26,21.85,Instagram,None,Electronics
O0002002,C100583,2025-01-12,54.45,Instagram,Summer Sale,Electronics
O0002003,C100583,2024-12-29,29.66,Instagram,Welcome Promo,Electronics
O0002004,C100583,2025-07-13,79.02,Instagram,Welcome Promo,Groceries
O0002005,C100583,2025-07-16,59.37,Instagram,None,Groceries
O0002006,C100584,2024-11-15,26.04,Direct,None,Fashion
O0002007,C100584,2025-07-18,69.64,Direct,Referral Bonus,Groceries
O0002008,C100584,2024-12-12,10.03,Direct,None,Beauty
O0002009,C100584,2025-02-05,55.28,Direct,None,Home
O0002010,C100584,2024-12-11,71.48,Direct,None,Groceries
O0002011,C100585,2025-05-26,44.55,Organic Search,None,Groceries
O0002012,C100585,2024-10-15,5.99,Organic Search,None,Groceries
O0002013,C100585,2025-01-23,20.48,Organic Search,Welcome Promo,Home
O0002014,C100585,2025-02-04,5.0,Organic Search,None,Fashion
O0002015,C100585,2025-01-21,24.94,Organic Search,Summer Sale,Beauty
O0002016,C100587,2025-01-23,78.0,Instagram,None,Home
O0002017,C100589,2025-07-02,41.55,Facebook Ads,None,Electronics
O0002018,C100589,2024-08-14,71.61,Facebook Ads,None,Beauty
O0002019,C100589,2024-11-26,60.68,Facebook Ads,Referral Bonus,Beauty
O0002020,C100589,2024-11-14,50.34,Facebook Ads,Welcome Promo,Home
O0002021,C100589,2024-09-14,40.63,Facebook Ads,Referral Bonus,Beauty
O0002022,C100590,2024-09-25,38.9,Facebook Ads,Black Friday,Groceries
O0002023,C100590,2024-12-19,88.46,Facebook Ads,None,Beauty
O0002024,C100590,2025-01-11,35.96,Facebook Ads,None,Beauty
O0002025,C100590,2024-06-06,9.45,Facebook Ads,Summer Sale,Electronics
O0002026,C100591,2025-03-31,88.22,Direct,None,Home
O0002027,C100591,2025-01-29,86.12,Direct,None,Beauty
O0002028,C100591,2025-06-14,25.58,Direct,None,Home
O0002029,C100591,2025-01-04,19.94,Direct,Referral Bonus,Groceries
O0002030,C100593,2024-08-21,93.66,Organic Search,Referral Bonus,Fashion
O0002031,C100593,2025-07-26,5.0,Organic Search,None,Home
O0002032,C100593,2025-01-08,78.54,Organic Search,None,Home
O0002033,C100593,2024-08-23,47.19,Organic Search,None,Beauty
O0002034,C100594,2025-08-01,33.44,Facebook Ads,None,Groceries
O0002035,C100594,2025-07-14,39.43,Facebook Ads,Summer Sale,Home
O0002036,C100594,2025-08-01,12.65,Facebook Ads,None,Groceries
O0002037,C100594,2025-09-05,56.21,Facebook Ads,None,Home
O0002038,C100594,2025-07-24,52.55,Facebook Ads,Welcome Promo,Groceries
O0002039,C100594,2025-07-07,31.69,Facebook Ads,Black Friday,Groceries
O0002040,C100595,2025-01-18,56.82,Instagram,None,Beauty
O0002041,C100595,2024-10-02,18.54,Instagram,None,Beauty
